buchoneado,buchonea,c,d,p
0,0,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,0,1000,"(5, 10)",randInt(4) != 0
3,1,1000,"(5, 10)",randInt(4) != 0
2,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
1,2,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
1,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
0,2,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
1,0,1000,"(5, 10)",randInt(4) != 0
2,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
20,20,1000,"(5, 10)",randInt(4) != 0
6,4,1000,"(5, 10)",randInt(4) != 0
1,0,1000,"(5, 10)",randInt(4) != 0
3,4,1000,"(5, 10)",randInt(4) != 0
12,10,1000,"(5, 10)",randInt(4) != 0
13,13,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
25,25,1000,"(5, 10)",randInt(4) != 0
13,14,1000,"(5, 10)",randInt(4) != 0
0,2,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
2,3,1000,"(5, 10)",randInt(4) != 0
29,26,1000,"(5, 10)",randInt(4) != 0
2,3,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
3,1,1000,"(5, 10)",randInt(4) != 0
18,21,1000,"(5, 10)",randInt(4) != 0
10,7,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
8,6,1000,"(5, 10)",randInt(4) != 0
1,2,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
5,6,1000,"(5, 10)",randInt(4) != 0
4,4,1000,"(5, 10)",randInt(4) != 0
7,6,1000,"(5, 10)",randInt(4) != 0
1,0,1000,"(5, 10)",randInt(4) != 0
1,2,1000,"(5, 10)",randInt(4) != 0
3,3,1000,"(5, 10)",randInt(4) != 0
6,9,1000,"(5, 10)",randInt(4) != 0
1,2,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
2,3,1000,"(5, 10)",randInt(4) != 0
4,2,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
5,4,1000,"(5, 10)",randInt(4) != 0
3,4,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
3,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
10,5,1000,"(5, 10)",randInt(4) != 0
5,4,1000,"(5, 10)",randInt(4) != 0
10,8,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
6,5,1000,"(5, 10)",randInt(4) != 0
0,2,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
2,4,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
3,4,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
2,3,1000,"(5, 10)",randInt(4) != 0
1,3,1000,"(5, 10)",randInt(4) != 0
1,0,1000,"(5, 10)",randInt(4) != 0
4,5,1000,"(5, 10)",randInt(4) != 0
12,12,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
65,63,1000,"(5, 10)",randInt(4) != 0
23,19,1000,"(5, 10)",randInt(4) != 0
127,128,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
13,17,1000,"(5, 10)",randInt(4) != 0
17,20,1000,"(5, 10)",randInt(4) != 0
147,146,1000,"(5, 10)",randInt(4) != 0
15,13,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
131,129,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
148,151,1000,"(5, 10)",randInt(4) != 0
145,144,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
11,11,1000,"(5, 10)",randInt(4) != 0
142,142,1000,"(5, 10)",randInt(4) != 0
13,15,1000,"(5, 10)",randInt(4) != 0
1,0,1000,"(5, 10)",randInt(4) != 0
121,125,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,0,1000,"(5, 10)",randInt(4) != 0
0,2,1000,"(5, 10)",randInt(4) != 0
27,24,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
85,82,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
44,44,1000,"(5, 10)",randInt(4) != 0
2,1,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
4,4,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
2,4,1000,"(5, 10)",randInt(4) != 0
2,4,1000,"(5, 10)",randInt(4) != 0
3,3,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
5,5,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,0,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
2,1,1000,"(5, 10)",randInt(4) != 0
4,5,1000,"(5, 10)",randInt(4) != 0
2,2,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,0,1000,"(5, 10)",randInt(4) != 0
5,4,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
4,4,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
3,2,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
3,2,1000,"(5, 10)",randInt(4) != 0
4,4,1000,"(5, 10)",randInt(4) != 0
2,2,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
4,4,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
14,17,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
19,21,1000,"(5, 10)",randInt(4) != 0
15,15,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
18,17,1000,"(5, 10)",randInt(4) != 0
21,16,1000,"(5, 10)",randInt(4) != 0
5,7,1000,"(5, 10)",randInt(4) != 0
18,18,1000,"(5, 10)",randInt(4) != 0
23,21,1000,"(5, 10)",randInt(4) != 0
4,5,1000,"(5, 10)",randInt(4) != 0
94,40,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,2,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
26,26,1000,"(5, 10)",randInt(4) != 0
27,27,1000,"(5, 10)",randInt(4) != 0
26,26,1000,"(5, 10)",randInt(4) != 0
1,2,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
0,49,1000,"(5, 10)",randInt(4) != 0
22,21,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
110,107,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
0,2,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
0,2,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
17,18,1000,"(5, 10)",randInt(4) != 0
5,7,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
666,274,1000,"(5, 10)",randInt(4) != 0
58,50,1000,"(5, 10)",randInt(4) != 0
110,109,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
51,47,1000,"(5, 10)",randInt(4) != 0
71,59,1000,"(5, 10)",randInt(4) != 0
3,1,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
7,7,1000,"(5, 10)",randInt(4) != 0
102,90,1000,"(5, 10)",randInt(4) != 0
96,78,1000,"(5, 10)",randInt(4) != 0
2,1,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
2,3,1000,"(5, 10)",randInt(4) != 0
52,51,1000,"(5, 10)",randInt(4) != 0
1,443,1000,"(5, 10)",randInt(4) != 0
3,3,1000,"(5, 10)",randInt(4) != 0
4,3,1000,"(5, 10)",randInt(4) != 0
5,6,1000,"(5, 10)",randInt(4) != 0
2,2,1000,"(5, 10)",randInt(4) != 0
2,2,1000,"(5, 10)",randInt(4) != 0
4,3,1000,"(5, 10)",randInt(4) != 0
3,3,1000,"(5, 10)",randInt(4) != 0
3,2,1000,"(5, 10)",randInt(4) != 0
3,4,1000,"(5, 10)",randInt(4) != 0
3,3,1000,"(5, 10)",randInt(4) != 0
3,3,1000,"(5, 10)",randInt(4) != 0
4,3,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
21,12,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
3,4,1000,"(5, 10)",randInt(4) != 0
2,2,1000,"(5, 10)",randInt(4) != 0
2,2,1000,"(5, 10)",randInt(4) != 0
4,3,1000,"(5, 10)",randInt(4) != 0
8,8,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
1,2,1000,"(5, 10)",randInt(4) != 0
3,5,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
4,5,1000,"(5, 10)",randInt(4) != 0
7,7,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
3,2,1000,"(5, 10)",randInt(4) != 0
2,10,1000,"(5, 10)",randInt(4) != 0
3,5,1000,"(5, 10)",randInt(4) != 0
0,3,1000,"(5, 10)",randInt(4) != 0
13,11,1000,"(5, 10)",randInt(4) != 0
0,0,1000,"(5, 10)",randInt(4) != 0
1,2,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
6,4,1000,"(5, 10)",randInt(4) != 0
18,14,1000,"(5, 10)",randInt(4) != 0
6,8,1000,"(5, 10)",randInt(4) != 0
3,3,1000,"(5, 10)",randInt(4) != 0
1,0,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
4,4,1000,"(5, 10)",randInt(4) != 0
12,10,1000,"(5, 10)",randInt(4) != 0
2,2,1000,"(5, 10)",randInt(4) != 0
12,12,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
4,2,1000,"(5, 10)",randInt(4) != 0
3,4,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
15,14,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
3,0,1000,"(5, 10)",randInt(4) != 0
8,9,1000,"(5, 10)",randInt(4) != 0
4,3,1000,"(5, 10)",randInt(4) != 0
1,4,1000,"(5, 10)",randInt(4) != 0
1,1,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(5, 10)",randInt(4) != 0
23,20,1000,"(5, 10)",randInt(4) != 0
0,2,1000,"(5, 10)",randInt(4) != 0
0,1,1000,"(10, 20)",randInt(4) = 0
19,18,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
20,17,1000,"(10, 20)",randInt(4) = 0
0,2,1000,"(10, 20)",randInt(4) = 0
0,2,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
4,6,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
6,7,1000,"(10, 20)",randInt(4) = 0
1,0,1000,"(10, 20)",randInt(4) = 0
1,3,1000,"(10, 20)",randInt(4) = 0
3,4,1000,"(10, 20)",randInt(4) = 0
15,17,1000,"(10, 20)",randInt(4) = 0
7,5,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
4,1,1000,"(10, 20)",randInt(4) = 0
11,10,1000,"(10, 20)",randInt(4) = 0
16,16,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
27,25,1000,"(10, 20)",randInt(4) = 0
2,2,1000,"(10, 20)",randInt(4) = 0
30,29,1000,"(10, 20)",randInt(4) = 0
2,1,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
0,3,1000,"(10, 20)",randInt(4) = 0
31,29,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
2,1,1000,"(10, 20)",randInt(4) = 0
0,2,1000,"(10, 20)",randInt(4) = 0
11,11,1000,"(10, 20)",randInt(4) = 0
2,2,1000,"(10, 20)",randInt(4) = 0
7,6,1000,"(10, 20)",randInt(4) = 0
0,2,1000,"(10, 20)",randInt(4) = 0
8,5,1000,"(10, 20)",randInt(4) = 0
7,8,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
1,2,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
5,8,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
9,8,1000,"(10, 20)",randInt(4) = 0
4,3,1000,"(10, 20)",randInt(4) = 0
6,8,1000,"(10, 20)",randInt(4) = 0
6,4,1000,"(10, 20)",randInt(4) = 0
9,7,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
8,7,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
6,3,1000,"(10, 20)",randInt(4) = 0
6,5,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
8,3,1000,"(10, 20)",randInt(4) = 0
0,8,1000,"(10, 20)",randInt(4) = 0
37,40,1000,"(10, 20)",randInt(4) = 0
40,41,1000,"(10, 20)",randInt(4) = 0
92,92,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
46,44,1000,"(10, 20)",randInt(4) = 0
4,6,1000,"(10, 20)",randInt(4) = 0
201,127,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
36,34,1000,"(10, 20)",randInt(4) = 0
41,41,1000,"(10, 20)",randInt(4) = 0
100,95,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
36,33,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
93,95,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
37,33,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
107,105,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
30,26,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
2,1,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
85,79,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
74,71,1000,"(10, 20)",randInt(4) = 0
98,99,1000,"(10, 20)",randInt(4) = 0
40,44,1000,"(10, 20)",randInt(4) = 0
0,91,1000,"(10, 20)",randInt(4) = 0
13,16,1000,"(10, 20)",randInt(4) = 0
3,3,1000,"(10, 20)",randInt(4) = 0
4,6,1000,"(10, 20)",randInt(4) = 0
4,3,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
72,36,1000,"(10, 20)",randInt(4) = 0
6,6,1000,"(10, 20)",randInt(4) = 0
4,4,1000,"(10, 20)",randInt(4) = 0
19,11,1000,"(10, 20)",randInt(4) = 0
4,3,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
10,7,1000,"(10, 20)",randInt(4) = 0
1,2,1000,"(10, 20)",randInt(4) = 0
21,17,1000,"(10, 20)",randInt(4) = 0
7,6,1000,"(10, 20)",randInt(4) = 0
6,5,1000,"(10, 20)",randInt(4) = 0
7,6,1000,"(10, 20)",randInt(4) = 0
5,9,1000,"(10, 20)",randInt(4) = 0
2,1,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
5,3,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
17,19,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
2,3,1000,"(10, 20)",randInt(4) = 0
7,10,1000,"(10, 20)",randInt(4) = 0
4,6,1000,"(10, 20)",randInt(4) = 0
5,6,1000,"(10, 20)",randInt(4) = 0
5,5,1000,"(10, 20)",randInt(4) = 0
22,61,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
0,2,1000,"(10, 20)",randInt(4) = 0
61,59,1000,"(10, 20)",randInt(4) = 0
64,62,1000,"(10, 20)",randInt(4) = 0
9,9,1000,"(10, 20)",randInt(4) = 0
40,38,1000,"(10, 20)",randInt(4) = 0
50,50,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
32,32,1000,"(10, 20)",randInt(4) = 0
60,62,1000,"(10, 20)",randInt(4) = 0
39,40,1000,"(10, 20)",randInt(4) = 0
60,62,1000,"(10, 20)",randInt(4) = 0
2,3,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
2,2,1000,"(10, 20)",randInt(4) = 0
182,80,1000,"(10, 20)",randInt(4) = 0
36,37,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
5,2,1000,"(10, 20)",randInt(4) = 0
38,36,1000,"(10, 20)",randInt(4) = 0
59,56,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
3,4,1000,"(10, 20)",randInt(4) = 0
1,0,1000,"(10, 20)",randInt(4) = 0
40,40,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
1,2,1000,"(10, 20)",randInt(4) = 0
41,37,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
0,108,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
6,6,1000,"(10, 20)",randInt(4) = 0
4,4,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
2,2,1000,"(10, 20)",randInt(4) = 0
3,3,1000,"(10, 20)",randInt(4) = 0
1,0,1000,"(10, 20)",randInt(4) = 0
5,6,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
3,3,1000,"(10, 20)",randInt(4) = 0
2,2,1000,"(10, 20)",randInt(4) = 0
4,3,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
3,3,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
5,6,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
3,4,1000,"(10, 20)",randInt(4) = 0
6,4,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
2,2,1000,"(10, 20)",randInt(4) = 0
3,4,1000,"(10, 20)",randInt(4) = 0
1,0,1000,"(10, 20)",randInt(4) = 0
3,3,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
7,10,1000,"(10, 20)",randInt(4) = 0
141,141,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
138,137,1000,"(10, 20)",randInt(4) = 0
137,135,1000,"(10, 20)",randInt(4) = 0
1,0,1000,"(10, 20)",randInt(4) = 0
164,162,1000,"(10, 20)",randInt(4) = 0
27,27,1000,"(10, 20)",randInt(4) = 0
148,145,1000,"(10, 20)",randInt(4) = 0
154,154,1000,"(10, 20)",randInt(4) = 0
1,2,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
5,4,1000,"(10, 20)",randInt(4) = 0
152,153,1000,"(10, 20)",randInt(4) = 0
132,128,1000,"(10, 20)",randInt(4) = 0
5,4,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
25,26,1000,"(10, 20)",randInt(4) = 0
136,136,1000,"(10, 20)",randInt(4) = 0
2,4,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
1,2,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
139,140,1000,"(10, 20)",randInt(4) = 0
3,5,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
2,3,1000,"(10, 20)",randInt(4) = 0
70,71,1000,"(10, 20)",randInt(4) = 0
0,3,1000,"(10, 20)",randInt(4) = 0
1,0,1000,"(10, 20)",randInt(4) = 0
73,69,1000,"(10, 20)",randInt(4) = 0
34,32,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
52,52,1000,"(10, 20)",randInt(4) = 0
9,7,1000,"(10, 20)",randInt(4) = 0
1,2,1000,"(10, 20)",randInt(4) = 0
84,85,1000,"(10, 20)",randInt(4) = 0
1,2,1000,"(10, 20)",randInt(4) = 0
3,4,1000,"(10, 20)",randInt(4) = 0
91,93,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
56,58,1000,"(10, 20)",randInt(4) = 0
1,0,1000,"(10, 20)",randInt(4) = 0
2,1,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
5,4,1000,"(10, 20)",randInt(4) = 0
1,0,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
0,2,1000,"(10, 20)",randInt(4) = 0
79,78,1000,"(10, 20)",randInt(4) = 0
3,4,1000,"(10, 20)",randInt(4) = 0
34,33,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
59,56,1000,"(10, 20)",randInt(4) = 0
2,1,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
93,94,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
1,2,1000,"(10, 20)",randInt(4) = 0
8,11,1000,"(10, 20)",randInt(4) = 0
35,37,1000,"(10, 20)",randInt(4) = 0
6,5,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
105,101,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
109,107,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
96,95,1000,"(10, 20)",randInt(4) = 0
3,2,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
2,3,1000,"(10, 20)",randInt(4) = 0
31,32,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
2,2,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
74,73,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
1,2,1000,"(10, 20)",randInt(4) = 0
87,85,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
12,14,1000,"(10, 20)",randInt(4) = 0
3,2,1000,"(10, 20)",randInt(4) = 0
101,100,1000,"(10, 20)",randInt(4) = 0
2,1,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
0,1,1000,"(10, 20)",randInt(4) = 0
3,5,1000,"(10, 20)",randInt(4) = 0
4,4,1000,"(10, 20)",randInt(4) = 0
3,2,1000,"(10, 20)",randInt(4) = 0
1,1,1000,"(10, 20)",randInt(4) = 0
0,0,1000,"(10, 20)",randInt(4) = 0
2,3,1000,"(10, 20)",randInt(4) = 0
